Kapitelnummer,Position im Kapitel,work id,Datum (Korrekturhilfe),Dateipfad (Korrekturhilfe)
,20,work00672,13.7.1984,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/002_PersönlichesundBiographisches/002_ohneTitel.xml
,30,work00127,1989,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/002_PersönlichesundBiographisches/003_DasüberLager.xml
,40,work00573,1989,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/002_PersönlichesundBiographisches/004_LieberHerrDDrHoll.xml
,50,work00690,1991/92,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/002_PersönlichesundBiographisches/006_ohneTitel.xml
,60,work00688,27.12.1991,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/002_PersönlichesundBiographisches/005_ohneTitel.xml
,70,work00525,14.5.1992,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/002_PersönlichesundBiographisches/007_KeineZugfahrtohneKri.xml
,80,work00620,7.10.1993,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/002_PersönlichesundBiographisches/008_MußeMarterundMoneten.xml
,90,work00012,1994,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/002_PersönlichesundBiographisches/009_Albertgasse38.xml
,100,work00576,29.4.1994,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/002_PersönlichesundBiographisches/010_Linz.xml
,110,work00703,13.11.1994,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/002_PersönlichesundBiographisches/011_ohneTitel.xml
,120,work00704,17.11.1994,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/002_PersönlichesundBiographisches/012_ohneTitel.xml
,130,work01109,1998,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/002_PersönlichesundBiographisches/013_WirwarennützlicheIdi.xml
,140,work00427,2000,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/002_PersönlichesundBiographisches/014_GewidmetFloppy.xml
,150,work00729,2000,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/002_PersönlichesundBiographisches/015_ohneTitel.xml
,160,work00610,24.3.2000,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/002_PersönlichesundBiographisches/016_Mode.xml
,170,work00650,2001,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/002_PersönlichesundBiographisches/017_OhmeinPapa.xml
,180,work00387,18.7.2003,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/002_PersönlichesundBiographisches/018_Floppy2.xml
,190,work00984,2004,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/002_PersönlichesundBiographisches/019_TextfüreinenBerliner.xml
,200,work00289,24.12.2004,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/002_PersönlichesundBiographisches/020_DieWegeGottesDankeEl.xml
,210,work00934,2014,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/002_PersönlichesundBiographisches/021_Schule.xml
,220,work00457,25.2.2005,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/002_PersönlichesundBiographisches/022_IchbindieTrümmerfrau.xml
,230,work00769,2006,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/002_PersönlichesundBiographisches/023_ohneTitel.xml
,240,work00029,2006,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/002_PersönlichesundBiographisches/024_AngstStörung.xml
,250,work00603,2008,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/002_PersönlichesundBiographisches/025_MirreichtsBiographis.xml
,260,work00451,2008,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/002_PersönlichesundBiographisches/026_Hundestreichelnsovie.xml
,270,work00034,2008,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/002_PersönlichesundBiographisches/027_AnrufzuHauseHalloMam.xml
,280,work00787,2008,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/002_PersönlichesundBiographisches/028_ohneTitel.xml
,290,work00947,2008,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/002_PersönlichesundBiographisches/029_Siehabengutreden.xml
,300,work00417,2009,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/002_PersönlichesundBiographisches/030_GegendieOrdnungGegen.xml
,310,work00429,2012,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/002_PersönlichesundBiographisches/031_Grechiiseznutbezsled.xml
,320,work00798,14.3.2010,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/002_PersönlichesundBiographisches/032_ohneTitel.xml
,330,work00617,2014,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/002_PersönlichesundBiographisches/033_MürzzuschlagNr155.xml
,340,work00916,2020,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/002_PersönlichesundBiographisches/034_RitornareInItalia.xml
,350,work00838,8.10.2016,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/002_PersönlichesundBiographisches/035_ohneTitel.xml
,360,work01139,2020/21,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/002_PersönlichesundBiographisches/036_ohneTitel.xml
,370,work00133,1986,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/011_ZurbildendenKunstArchitekturundFotografie/001_ZueinzelnenKünstlerInnen/025_DaswildeZimmer.xml
,380,work00587,1995,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/019_Diverses/005_MeinAchterBezirkimEr.xml
,390,work00294,1999,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/013_ZurMusik/001_ZueinzelnenMusikerInnen/007_DieZeitfliehtFürmein.xml
,400,work01000,1999,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/027_ÜberChristophDerscha.xml
,410,work00933,30.12.2003,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/006_AllgemeinüberihrSchreibenundihreÄsthetik/016_Schreibenmüssen.xml
,420,work00567,2005,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/006_AllgemeinüberihrSchreibenundihreÄsthetik/025_Lesenkannvernichten.xml
,430,work00942,25.4.2005,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/011_ZurbildendenKunstArchitekturundFotografie/001_ZueinzelnenKünstlerInnen/037_SergeantPepper.xml
,440,work00326,2011,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/019_Diverses/023_EinungleicherKampf.xml
,450,work00499,2014,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/008_ZurLiteratur/001_ZueinzelnenAutorInnen/104_JatiefeGefühle.xml
,460,work00691,1991/1992,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/013_ZurMusik/001_ZueinzelnenMusikerInnen/021_ohneTitel.xml
,470,work00328,1991,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/013_ZurMusik/001_ZueinzelnenMusikerInnen/020_EinZahlengrabÜberein.xml
,480,work01135,2020,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/016_ZurösterreichischenPolitikundGesellschaft/001_EssaysBeiträge/059_GrußbotschaftvonElfr.xml
1.10.3,,,,
,10,work01085,1998,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/003_ZumSchwerpunktbeidenSalzburgerFestspielen1998/001_weristdennschonbeisi.xml
,20,work01084,1998,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/003_ZumSchwerpunktbeidenSalzburgerFestspielen1998/002_weristdennschonbeisi.xml
,30,work01086,1998,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/003_ZumSchwerpunktbeidenSalzburgerFestspielen1998/003_weristdennschonzuhau.xml
,40,work01082,1998,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/003_ZumSchwerpunktbeidenSalzburgerFestspielen1998/004_werdenndannDerDandyW.xml
,50,work00635,13.6.1998,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/003_ZumSchwerpunktbeidenSalzburgerFestspielen1998/005_Nichtbeisichunddochz.xml
,60,work00720,18.6.1998,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/003_ZumSchwerpunktbeidenSalzburgerFestspielen1998/006_ohneTitel.xml
,,,,
1.10.4,,,,
,10,work00309,1.2.2000,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/004_ZumAufführungsverbot2000/001_einesMissverständnis.xml
,20,work01094,7.2.2000,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/004_ZumAufführungsverbot2000/002_WieeineSchlangezusto.xml
,30,work00589,7.2.2000,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/004_ZumAufführungsverbot2000/003_MeineArtdesProtests.xml
,40,work00076,2000,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/004_ZumAufführungsverbot2000/004_BriefanRitaThieleDra.xml
,,,,
1.10.5.1,,,,
,10,work00590,2007,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/005_ZueigenenWerken/001_Lyrik/001_MeineGedichtenichtme.xml
,20,work00855,2018,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/005_ZueigenenWerken/001_Lyrik/002_ohneTitel.xml
1.10.5.2,,,,
,10,work00710,6.11.1995,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/005_ZueigenenWerken/002_Romane/001_ohneTitel.xml
,20,work00521,21.6.2008/25.6.2008,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/005_ZueigenenWerken/002_Romane/002_KeineAnweisungkeineB.xml
,30,work00943,2010,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/005_ZueigenenWerken/002_Romane/003_ShishaHakkutunindear.xml
,40,work00850,2017,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/005_ZueigenenWerken/002_Romane/004_ohneTitel.xml
1.10.5.3,,,,
,10,work00358,19.10.1979,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/005_ZueigenenWerken/003_Theatertexte/001_Erklärung.xml
,20,work01001,1982,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/005_ZueigenenWerken/003_Theatertexte/002_ÜberClaraS.xml
,30,work00465,1984,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/005_ZueigenenWerken/003_Theatertexte/003_Ichschlagesozusagenm.xml
,40,work00717,1998,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/005_ZueigenenWerken/003_Theatertexte/004_ohneTitel.xml
,50,work00622,1999,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/005_ZueigenenWerken/003_Theatertexte/005_Nachbemerkung.xml
,60,work00263,2000,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/005_ZueigenenWerken/003_Theatertexte/006_DiePuppe.xml
,70,work00421,3.6.2000,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/005_ZueigenenWerken/003_Theatertexte/007_GelesenesLebewohl.xml
,80,work00742,Kein Datum!,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/005_ZueigenenWerken/003_Theatertexte/008_ohneTitel.xml
,90,work00623,2002,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/005_ZueigenenWerken/003_Theatertexte/009_Nachbemerkung.xml
,100,work00223,17.1.2002,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/005_ZueigenenWerken/003_Theatertexte/010_DiedunkleSeitevonSpo.xml
,110,work01153,17.10.2002,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/005_ZueigenenWerken/003_Theatertexte/011_DieTotenwenigstensin.xml
,120,work00597,2004,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/005_ZueigenenWerken/003_Theatertexte/012_MeinSchiller.xml
,130,work00777,2007,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/005_ZueigenenWerken/003_Theatertexte/013_ohneTitel.xml
,140,work00483,2009,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/005_ZueigenenWerken/003_Theatertexte/014_ImZweifelsfall.xml
,150,work00275,6.9.2009,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/005_ZueigenenWerken/003_Theatertexte/015_DieseMaschineistunsc.xml
,160,work00028,2010,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/005_ZueigenenWerken/003_Theatertexte/016_AnderZukunfthängenan.xml
,170,work00190,2011,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/005_ZueigenenWerken/003_Theatertexte/017_DerTextEngelDramatur.xml
,180,work00032,2013,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/005_ZueigenenWerken/003_Theatertexte/018_AnmerkungenzuEinStur.xml
,190,work00829,2014,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/005_ZueigenenWerken/003_Theatertexte/019_ohneTitel.xml
,200,work00834,2015/16,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/005_ZueigenenWerken/003_Theatertexte/020_ohneTitel.xml
,210,work00846,2017,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/005_ZueigenenWerken/003_Theatertexte/021_ohneTitel.xml
,220,work00661,2017,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/005_ZueigenenWerken/003_Theatertexte/022_Oposacach.xml
,230,work00383,2019/2020,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/005_ZueigenenWerken/003_Theatertexte/023_FischzugimTrübenEini.xml
,240,work00426,2009,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/007_DankesredenanlässlichvonPreisenSeklit/016_Gesprochenundbeglaub.xml
,250,work00398,2011,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/007_DankesredenanlässlichvonPreisenSeklit/017_Fremdbinich.xml
,260,work00823,18.6.2014,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/019_Diverses/026_ohneTitel.xml
,270,work01137,2020,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/007_DankesredenanlässlichvonPreisenSeklit/021_ohneTitel.xml
,,,,
1.10.5.4,,,,
,10,work00841,20.10.2016,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/005_ZueigenenWerken/004_DramatisierungenPerformancesTanztheater/001_ohneTitel.xml
1.10.5.5,,,,
,10,work00669,Kein Datum!,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/005_ZueigenenWerken/005_HörspieleeigeneundBearbeitungenvonanderen/001_ohneTitel.xml
,20,work01060,Kein Datum!,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/005_ZueigenenWerken/005_HörspieleeigeneundBearbeitungenvonanderen/002_VorspruchzumHörspiel.xml
,30,work01062,Kein Datum!,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/005_ZueigenenWerken/005_HörspieleeigeneundBearbeitungenvonanderen/003_VorspruchzumHörspiel.xml
,40,work01061,Kein Datum!,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/005_ZueigenenWerken/005_HörspieleeigeneundBearbeitungenvonanderen/004_VorspruchzumHörspiel.xml
,50,work01058,Kein Datum!,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/005_ZueigenenWerken/005_HörspieleeigeneundBearbeitungenvonanderen/005_VorspruchzumHörspiel.xml
,60,work01056,Kein Datum!,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/005_ZueigenenWerken/005_HörspieleeigeneundBearbeitungenvonanderen/006_VorspruchzumHörspiel.xml
,70,work01059,Kein Datum!,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/005_ZueigenenWerken/005_HörspieleeigeneundBearbeitungenvonanderen/007_VorspruchzumHörspiel.xml
,80,work01055,Kein Datum!,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/005_ZueigenenWerken/005_HörspieleeigeneundBearbeitungenvonanderen/008_VorspruchzumHörspiel.xml
,90,work01057,Kein Datum!,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/005_ZueigenenWerken/005_HörspieleeigeneundBearbeitungenvonanderen/009_VorspruchzumHörspiel.xml
,100,work00714,1997,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/005_ZueigenenWerken/005_HörspieleeigeneundBearbeitungenvonanderen/010_ohneTitel.xml
,110,work00808,2012,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/005_ZueigenenWerken/005_HörspieleeigeneundBearbeitungenvonanderen/011_ohneTitel.xml
,120,work01042,3.9.2016,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/005_ZueigenenWerken/005_HörspieleeigeneundBearbeitungenvonanderen/012_VerhöhnungdurchRaubd.xml
,130,work00409,2000,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/013_ZurMusik/001_ZueinzelnenMusikerInnen/022_FürPeterZwetkoff.xml
,140,work00618,2011,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/013_ZurMusik/001_ZueinzelnenMusikerInnen/023_MusikSchweigenzudenH.xml
1.10.5.6,,,,
,10,work01002,1987,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/005_ZueigenenWerken/006_DrehbüchereigeneundBearbeitungenvonanderen/001_ÜberdasSprechenimFil.xml
,20,work00473,2001,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/005_ZueigenenWerken/006_DrehbüchereigeneundBearbeitungenvonanderen/002_ImLaufderZeit.xml
,,,,
1.10.5.7,,,,
,10,work00229,1985,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/005_ZueigenenWerken/007_KompositionenTextefürMusikLibrettieigeneundBearbeitungenvonanderen/001_DieFigureninRobertde.xml
,20,work00716,1997,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/005_ZueigenenWerken/007_KompositionenTextefürMusikLibrettieigeneundBearbeitungenvonanderen/002_ohneTitel.xml
,30,work00728,1999,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/005_ZueigenenWerken/007_KompositionenTextefürMusikLibrettieigeneundBearbeitungenvonanderen/003_ohneTitel.xml
,40,work00551,1999,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/005_ZueigenenWerken/007_KompositionenTextefürMusikLibrettieigeneundBearbeitungenvonanderen/004_KünstlerischeStilleg.xml
,50,work00425,27.10.2003,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/005_ZueigenenWerken/007_KompositionenTextefürMusikLibrettieigeneundBearbeitungenvonanderen/005_Gespenstersehen.xml
,60,work00913,2008,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/005_ZueigenenWerken/007_KompositionenTextefürMusikLibrettieigeneundBearbeitungenvonanderen/006_RequiemaufeineOper20.xml
,70,work00046,1995,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/013_ZurMusik/001_ZueinzelnenMusikerInnen/010_AufdenRaummitderZeit.xml
,80,work00093,5.10.2000,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/013_ZurMusik/001_ZueinzelnenMusikerInnen/011_DämonischerÖsterreic.xml
,90,work00619,2001,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/013_ZurMusik/001_ZueinzelnenMusikerInnen/012_MusikundFurchteinige.xml
,100,work00360,26.10.2012,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/013_ZurMusik/001_ZueinzelnenMusikerInnen/016_ErklärungPereiras.xml
,,,,
1.10.5.8,,,,
,10,work00605,27.8.2006 / 9.7.2014,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/005_ZueigenenWerken/008_EssayistischeTexte/001_PresentacinConlacabe.xml
1.10.5.9,,,,
,10,work00336,1986,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/005_ZueigenenWerken/009_Übersetzungen/001_ElfriedeJelinekschri.xml
,20,work00995,1999,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/005_ZueigenenWerken/009_Übersetzungen/002_Translationportation.xml
,30,work00168,2001,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/005_ZueigenenWerken/009_Übersetzungen/003_DerJudemußverschwind.xml
,40,work00347,29.11.2001,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/005_ZueigenenWerken/009_Übersetzungen/004_EMailanKarinRausch.xml
,50,work00762,2005,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/005_ZueigenenWerken/009_Übersetzungen/005_ohneTitel.xml
,60,work00574,Kein Datum!,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/005_ZueigenenWerken/009_Übersetzungen/006_LieberRyszardTurczyn.xml
1.10.5.10,,,,
,10,work00998,1993,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/005_ZueigenenWerken/010_Installationen/001_Triggeryourtext1993.xml
1.10.6,,,,
,10,work00648,1969,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/006_AllgemeinüberihrSchreibenundihreÄsthetik/001_OffenerBriefanAlfred.xml
,20,work00665,1970,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/006_AllgemeinüberihrSchreibenundihreÄsthetik/002_ohneTitel.xml
,30,work00225,1970,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/006_AllgemeinüberihrSchreibenundihreÄsthetik/003_DieendloseUnschuldig.xml
,40,work00463,1983,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/006_AllgemeinüberihrSchreibenundihreÄsthetik/004_Ichmöchteseichtsein.xml
,50,work00670,1983,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/006_AllgemeinüberihrSchreibenundihreÄsthetik/006_ohneTitel.xml
,60,work00067,8.10.1987,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/006_AllgemeinüberihrSchreibenundihreÄsthetik/007_Berechtigung.xml
,70,work00185,o. J. [1988],/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/006_AllgemeinüberihrSchreibenundihreÄsthetik/008_DerSinndesObszönenVo.xml
,80,work00184,o. J. [1988],/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/006_AllgemeinüberihrSchreibenundihreÄsthetik/009_DerSinndesObszönen.xml
,90,work00604,1992,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/006_AllgemeinüberihrSchreibenundihreÄsthetik/010_MitdemHörenspieltman.xml
,100,work00700,7.10.1993,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/006_AllgemeinüberihrSchreibenundihreÄsthetik/011_ohneTitel.xml
,110,work00948,1996,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/006_AllgemeinüberihrSchreibenundihreÄsthetik/012_SinnegalKörperzweckl.xml
,120,work00410,1999,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/006_AllgemeinüberihrSchreibenundihreÄsthetik/013_FürUttaRoySeifertvon.xml
,130,work00731,28.2.2000,/korrigiert/bd1/001_Werke/011_EssayistischeTexteRedenundStatements/006_AllgemeinüberihrSchreibenundihreÄsthetik/014_ohneTitel.xml
